Gene.ID	Gene.Name	AD	BD	AUT	SCH	ASD	Epi	ID	HTN	HD	PD	FTD	MS
7466	WFS1	.	.	.	.	2	.	.	.	.	.	.	.
4648	MYO7B	2	.	.	.	.	.	.	.	.	.	.	.
9162	DGKI	.	.	.	2	.	.	.	.	.	.	.	.
493	ATP2B4	.	.	.	2	.	.	.	.	.	.	.	.
85452	CFAP74	.	.	.	.	.	2	.	.	.	.	.	.
29953	TRHDE	.	2	.	.	.	.	.	.	.	.	.	.
5334	PLCL1	.	.	.	1	.	.	.	.	.	.	.	.
6533	SLC6A6	.	.	.	.	.	.	.	1	.	.	.	.
339829	CCDC39	.	.	.	2	.	.	.	.	.	.	.	.
84250	SLF1	.	2	.	.	.	.	.	.	.	.	.	.
9498	SLC4A8	2	.	.	.	.	2	.	.	.	.	.	.
57683	ZDBF2	.	1	.	1	.	.	.	.	.	.	.	.
6263	RYR3	1	.	2	.	2	.	.	.	.	.	.	.
9897	WASHC5	.	.	.	.	.	.	.	.	.	.	1	.
84910	TMEM87B	.	.	.	.	.	.	.	.	.	.	.	3
54928	IMPAD1	.	3	.	.	.	.	.	.	.	.	.	.
9828	ARHGEF17	.	.	.	.	.	2	.	.	.	.	.	.
57537	SORCS2	.	.	.	.	.	1	.	.	.	.	.	.
9651	PLCH2	.	.	.	1	.	.	.	.	.	.	.	.
79180	EFHD2	.	.	.	2	.	.	.	.	.	.	.	.
64478	CSMD1	1	2	2	2	2	.	.	2	.	.	.	1
79633	FAT4	.	2	.	.	.	2	.	.	.	.	.	.
9745	ZNF536	.	.	.	2	.	.	.	.	.	.	.	.
343990	KIAA1211L	.	2	.	.	.	.	.	.	.	.	.	.
57578	UNC79	1	.	.	.	.	.	.	.	.	.	.	.
729993	SHISA9	.	.	.	1	.	.	.	.	.	.	.	.
489	ATP2A3	.	2	.	1	.	.	.	.	.	.	.	.
7357	UGCG	1	.	.	.	.	.	.	.	.	.	.	.
26115	TANC2	.	.	.	.	.	.	.	.	.	.	2	.
283450	HECTD4	.	.	.	.	.	.	.	1	.	.	.	.
57476	GRAMD1B	.	.	.	2	.	.	.	2	.	.	.	.
9891	NUAK1	1	.	.	.	.	.	.	.	.	.	.	.
9445	ITM2B	1	.	.	.	.	.	.	.	.	.	.	.
80208	SPG11	.	.	.	.	.	.	2	.	.	.	.	.
5902	RANBP1	.	.	.	2	.	.	.	.	.	.	.	.
540	ATP7B	1	.	.	.	.	.	.	.	.	.	.	.
793	CALB1	.	.	2	.	2	.	.	.	.	2	.	.
57605	PITPNM2	.	.	.	2	.	.	.	.	.	.	.	2
760	CA2	2	.	.	1	.	.	.	.	.	.	.	.
1476	CSTB	.	.	.	.	.	1	.	.	.	.	.	.
3324	HSP90AA2P	.	.	.	.	.	.	.	2	.	.	.	.
57447	NDRG2	2	.	.	.	.	.	.	.	.	.	.	.
7881	KCNAB1	.	.	.	.	.	1	.	.	.	.	.	.
51761	ATP8A2	.	2	.	2	.	.	3	.	.	.	.	.
8774	NAPG	.	2	.	.	.	.	.	.	.	.	.	.
90580	TIMM29	.	.	.	.	.	.	2	.	.	.	.	.
93185	IGSF8	.	.	.	.	.	.	.	.	.	.	2	.
219793	TBATA	.	2	.	.	.	.	.	.	.	.	.	3
9114	ATP6V0D1	.	.	.	1	.	.	.	.	.	.	.	.
59269	HIVEP3	.	.	.	.	.	.	.	.	.	2	.	.
9927	MFN2	.	.	.	.	.	.	.	2	.	.	.	.
9919	SEC16A	.	.	.	.	.	.	2	.	.	.	.	.
9824	ARHGAP11A	.	.	2	.	2	.	.	.	.	.	.	.
8653	DDX3Y	.	.	.	.	.	.	.	.	.	2	.	.
57037	ANKMY2	2	.	.	.	.	.	.	.	.	.	.	.
5099	PCDH7	2	.	.	.	.	2	.	.	.	.	.	.
57465	TBC1D24	.	.	.	.	.	2	2	.	.	.	.	.
63895	PIEZO2	.	.	.	2	.	.	.	.	.	.	.	.
54664	TMEM106B	2	.	.	.	.	2	.	.	.	.	2	.
55714	TENM3	.	.	.	2	.	.	.	2	.	.	.	2
55217	TMLHE	.	.	2	.	2	.	.	.	.	.	.	.
55967	NDUFA12	1	.	.	.	.	.	.	.	.	.	.	.
8801	SUCLG2	1	.	.	.	.	.	.	.	.	.	.	.
9537	TP53I11	.	.	.	2	.	.	.	.	.	.	.	.
7053	TGM3	2	.	.	.	.	.	.	.	2	.	.	.
375449	MAST4	.	.	.	.	.	2	.	.	.	.	2	.
9520	NPEPPS	1	.	.	.	.	.	.	.	.	.	.	1
27255	CNTN6	.	2	.	.	.	.	.	.	.	.	.	.
266727	MDGA1	.	2	.	1	.	.	.	.	.	.	.	.
145581	LRFN5	.	.	2	2	2	.	.	.	.	.	.	.
